ずんだもん,いいね！
ずんだもん,その調子！
ずんだもん,素敵！
ずんだもん,いい感じ！
ずんだもん,グッド！
ずんだもん,ナイス！
ずんだもん,最高！
ずんだもん,完璧！
ずんだもん,素晴らしい！
ずんだもん,やったね！
ずんだもん,すごい！
ずんだもん,かっこいい！
ずんだもん,美しい！
ずんだもん,輝いてる！
ずんだもん,最高だよ！
ずんだもん,その調子！！
ずんだもん,素敵！！！
ずんだもん,完璧な笑顔！
ずんだもん,美しい笑顔！
ずんだもん,最高の表情！
ずんだもん,グレート！
ずんだもん,ファンタスティック！
ずんだもん,アメージング！
ずんだもん,パーフェクト！
ずんだもん,ブリリアント！
ずんだもん,エクセレント！
ずんだもん,ワンダフル！
ずんだもん,マーベラス！
ずんだもん,スペクタキュラー！
ずんだもん,インクレディブル！
ずんだもん,アウトスタンディング！
ずんだもん,最高だよ！！！
ずんだもん,完璧！！！
ずんだもん,その笑顔最高！！
ずんだもん,輝きすぎ！！
ずんだもん,神レベル！！
ずんだもん,伝説級！！
ずんだもん,奇跡の笑顔！！
ずんだもん,天使みたい！！
ずんだもん,スーパースター！！
ずんだもん,ダイヤモンド級！！
ずんだもん,プラチナ級！！
ずんだもん,ゴールド級！！
ずんだもん,レジェンド！！
ずんだもん,チャンピオン！！
ずんだもん,マスターピース！！
ずんだもん,芸術品！！
ずんだもん,宝石！！
ずんだもん,太陽みたい！！
ずんだもん,星より輝く！！
ずんだもん,魔法みたい！！
ずんだもん,夢のよう！！
ずんだもん,天国！！
ずんだもん,パラダイス！！
ずんだもん,ユートピア！！
ずんだもん,頑張って！
ずんだもん,大丈夫だよ！
ずんだもん,応援してる！
ずんだもん,君ならできる！
ずんだもん,負けないで！
ずんだもん,ファイト！
ずんだもん,がんばれ！
ずんだもん,元気出して！
ずんだもん,笑顔で！
ずんだもん,前向きに！
ずんだもん,希望を持って！
ずんだもん,明日は晴れる！
ずんだもん,きっと大丈夫！
ずんだもん,信じてる！
ずんだもん,一歩ずつ！
ずんだもん,大丈夫！笑顔で頑張ろう！
ずんだもん,きっとうまくいくよ！
ずんだもん,一緒に頑張ろう！
ずんだもん,君の力を信じてる！
ずんだもん,諦めないで！
ずんだもん,必ず乗り越えられる！
ずんだもん,強い心で！
ずんだもん,勇気を出して！
ずんだもん,希望を捨てないで！
ずんだもん,明るい未来が待ってる！
ずんだもん,笑顔が一番！
ずんだもん,君は特別だよ！
ずんだもん,奇跡は起こる！
ずんだもん,夢を諦めないで！
ずんだもん,愛されてるよ！
ずんだもん,価値ある存在！
ずんだもん,輝く星！
ずんだもん,美しい心！
ずんだもん,素晴らしい人！
ずんだもん,運命は変えられる！
ずんだもん,新しいチャンス！
ずんだもん,可能性は無限！
ずんだもん,今日から新しい！
ずんだもん,希望の光！
ずんだもん,君なら絶対できる！
ずんだもん,最高の笑顔を見せて！
ずんだもん,応援してるよ！
ずんだもん,負けるな！戦士よ！
ずんだもん,不屈の精神！
ずんだもん,鋼の意志！
ずんだもん,ダイヤモンドの心！
ずんだもん,ライオンの勇気！
ずんだもん,鷲の翼！
ずんだもん,嵐を乗り越えろ！
ずんだもん,雷に負けるな！
ずんだもん,山を動かせ！
ずんだもん,海を渡れ！
ずんだもん,空を飛べ！
ずんだもん,太陽になれ！
ずんだもん,月のように輝け！
ずんだもん,星座を作れ！
ずんだもん,銀河を超えろ！
ずんだもん,宇宙を征服！
ずんだもん,伝説を作れ！
ずんだもん,歴史を変えろ！
ずんだもん,奇跡を起こせ！
ずんだもん,運命を掴め！
ずんだもん,夢を実現！
ずんだもん,落ち着いて
ずんだもん,深呼吸しよう
ずんだもん,リラックス
ずんだもん,穏やかに
ずんだもん,平静を保って
ずんだもん,冷静に
ずんだもん,心を静めて
ずんだもん,ゆっくりと
ずんだもん,優しく
ずんだもん,柔らかく
ずんだもん,和やかに
ずんだもん,安らかに
ずんだもん,静寂を
ずんだもん,瞑想しよう
ずんだもん,心の平和
ずんだもん,深呼吸して、リラックス！
ずんだもん,落ち着いて、笑顔で！
ずんだもん,大丈夫、ゆっくりいこう！
ずんだもん,心を鎮めて
ずんだもん,穏やかな気持ちで
ずんだもん,平和な心で
ずんだもん,静かな力で
ずんだもん,優しい心で
ずんだもん,愛の気持ちで
ずんだもん,慈悲の心で
ずんだもん,理解の心で
ずんだもん,許しの心で
ずんだもん,調和の心で
ずんだもん,バランスを取って
ずんだもん,中庸の道で
ずんだもん,智慧の光で
ずんだもん,内なる平和で
ずんだもん,心の庭で
ずんだもん,静寂の中で
ずんだもん,自然と共に
ずんだもん,呼吸と共に
ずんだもん,今この瞬間に
ずんだもん,ありのままで
ずんだもん,心を落ち着けて
ずんだもん,内なる平和を
ずんだもん,宇宙の調和で
ずんだもん,大自然の静寂で
ずんだもん,海の深さで
ずんだもん,空の広さで
ずんだもん,風の優しさで
ずんだもん,花の美しさで
ずんだもん,鳥の歌声で
ずんだもん,川のせせらぎで
ずんだもん,森の静けさで
ずんだもん,月の光で
ずんだもん,星の輝きで
ずんだもん,朝日の温かさで
ずんだもん,夕日の美しさで
ずんだもん,虹の希望で
ずんだもん,雲の自由で
ずんだもん,蝶の軽やかさで
ずんだもん,花びらの柔らかさで
ずんだもん,露の清らかさで
ずんだもん,雪の純粋さで
ずんだもん,光の神聖さで
ずんだもん,大丈夫！
ずんだもん,安心して
ずんだもん,怖くないよ
ずんだもん,一緒だよ
ずんだもん,守ってる
ずんだもん,安全だよ
ずんだもん,心配ない
ずんだもん,平気だよ
ずんだもん,大丈夫だから
ずんだもん,信じて
ずんだもん,勇気を
ずんだもん,強くなろう
ずんだもん,頑張って
ずんだもん,怖くないよ、大丈夫！
ずんだもん,安心して、一緒だよ！
ずんだもん,勇気を出して！君ならできる！
ずんだもん,恐れを乗り越えて
ずんだもん,勇敢な心で
ずんだもん,強い意志で
ずんだもん,希望の光で
ずんだもん,愛の力で
ずんだもん,友情の絆で
ずんだもん,家族の愛で
ずんだもん,仲間と共に
ずんだもん,みんなで一緒に
ずんだもん,手を取り合って
ずんだもん,支え合って
ずんだもん,励まし合って
ずんだもん,信じ合って
ずんだもん,助け合って
ずんだもん,分かち合って
ずんだもん,笑い合って
ずんだもん,歌い合って
ずんだもん,踊り合って
ずんだもん,遊び合って
ずんだもん,学び合って
ずんだもん,成長し合って
ずんだもん,輝き合って
ずんだもん,愛し合って
ずんだもん,尊敬し合って
ずんだもん,感謝し合って
ずんだもん,恐れることはないよ
ずんだもん,自信を持って！
ずんだもん,勇敢に進もう！
ずんだもん,無敵の精神で
ずんだもん,戦士の心で
ずんだもん,英雄の魂で
ずんだもん,騎士の誇りで
ずんだもん,王者の風格で
ずんだもん,帝王の威厳で
ずんだもん,神の加護で
ずんだもん,天使の守護で
ずんだもん,聖なる力で
ずんだもん,奇跡の恵みで
ずんだもん,宇宙の愛で
ずんだもん,無限の可能性で
ずんだもん,永遠の希望で
ずんだもん,不滅の勇気で
ずんだもん,絶対の信念で
ずんだもん,完全な信頼で
ずんだもん,究極の愛で
ずんだもん,至高の智慧で
ずんだもん,最強の意志で
ずんだもん,最高の品格で
ずんだもん,最上の心で
ずんだもん,光の戦士で
ずんだもん,希望の使者で
ずんだもん,愛の騎士で
ずんだもん,平和の守護者で
ずんだもん,正義の味方で
ずんだもん,リラックスして
ずんだもん,気分転換しよう
ずんだもん,新鮮な気持ちで
ずんだもん,清々しく
ずんだもん,爽やかに
ずんだもん,軽やかに
ずんだもん,明るく
ずんだもん,楽しく
ずんだもん,ポジティブに
ずんだもん,希望的に
ずんだもん,楽観的に
ずんだもん,積極的に
ずんだもん,建設的に
ずんだもん,気持ちを切り替えて！
ずんだもん,笑顔で乗り越えよう！
ずんだもん,前向きにいこう！
ずんだもん,新しい視点で
ずんだもん,違う角度から
ずんだもん,別の見方で
ずんだもん,新鮮な目で
ずんだもん,クリアな心で
ずんだもん,純粋な気持ちで
ずんだもん,素直な心で
ずんだもん,正直な気持ちで
ずんだもん,誠実な心で
ずんだもん,真摯な態度で
ずんだもん,謙虚な心で
ずんだもん,感謝の気持ちで
ずんだもん,愛情深く
ずんだもん,思いやりで
ずんだもん,優しさで
ずんだもん,親切心で
ずんだもん,慈愛で
ずんだもん,慈悲で
ずんだもん,寛容で
ずんだもん,理解で
ずんだもん,共感で
ずんだもん,同情で
ずんだもん,励ましで
ずんだもん,支援で
ずんだもん,協力で
ずんだもん,新しい気持ちで！
ずんだもん,ポジティブに！
ずんだもん,楽しもう！
ずんだもん,最高の気分で
ずんだもん,天国のような気持ちで
ずんだもん,楽園の心で
ずんだもん,極楽の気分で
ずんだもん,至福の時で
ずんだもん,幸福の絶頂で
ずんだもん,喜びの爆発で
ずんだもん,歓喜の嵐で
ずんだもん,興奮の渦で
ずんだもん,感動の波で
ずんだもん,驚きの連続で
ずんだもん,奇跡の体験で
ずんだもん,魔法の瞬間で
ずんだもん,夢のような時で
ずんだもん,童話の世界で
ずんだもん,ファンタジーで
ずんだもん,アドベンチャーで
ずんだもん,エキサイティングで
ずんだもん,スリリングで
ずんだもん,ドラマチックで
ずんだもん,ロマンチックで
ずんだもん,詩的な美しさで
ずんだもん,音楽的な調和で
ずんだもん,芸術的な感性で
ずんだもん,創造的な発想で
ずんだもん,革新的な思考で
ずんだもん,順調だね
ずんだもん,バランス良し
ずんだもん,安定してる
ずんだもん,落ち着いてる
ずんだもん,自然体で
ずんだもん,穏やか
ずんだもん,平和
ずんだもん,完璧なバランス！
ずんだもん,理想的な状態！
ずんだもん,最高の安定感！
ずんだもん,素晴らしい調和！
ずんだもん,美しい平衡！
ずんだもん,絶妙なバランス！
ずんだもん,完璧な中庸！
ずんだもん,理想的な均衡！
ずんだもん,最適な状態！
ずんだもん,究極のバランス！
ずんだもん,完璧な調和！
ずんだもん,最高の安定！
ずんだもん,神秘的な平衡！
ずんだもん,宇宙的調和！
ずんだもん,完全なる平和！
ずんだもん,絶対的安定！
ずんだもん,永遠の均衡！
ずんだもん,至高の中庸！
